time,ground_truth,imputed
2017-02-21 09:20:00,64.7,63.03270698043008
2017-02-21 09:25:00,65.1,62.08180823903831
2017-02-21 09:30:00,64.2,62.58328136179039
2017-02-21 09:35:00,64.1,62.5589719585683
2017-02-21 09:40:00,63.8,62.651234718504945
2017-02-21 09:45:00,64.1,63.45016752348325
2017-02-21 09:50:00,64.2,63.49080771013449
2017-02-21 09:55:00,64.0,62.7026770420628
2017-02-21 10:00:00,63.6,63.43427392470029
2017-02-21 10:05:00,64.0,64.28697846473735
2017-02-21 10:10:00,64.2,63.99446675611751
2017-02-21 10:15:00,64.9,65.43199865228709
2017-02-21 10:20:00,64.8,63.37849572556915
2017-02-21 10:25:00,64.3,62.77383694656205
2017-02-21 10:30:00,63.8,62.968825844533825
2017-02-21 10:35:00,64.4,63.10434577208924
2017-02-21 10:40:00,64.3,62.78287077830165
2017-02-21 10:45:00,63.6,63.32045610386945
2017-02-21 10:50:00,64.1,62.81688461340101
2017-02-21 10:55:00,64.6,62.768862291252574
2017-02-21 11:00:00,64.6,63.103897914761816
2017-02-21 11:05:00,65.2,63.27358979121267
2017-02-21 11:10:00,64.8,62.23817942345308
2017-02-21 11:15:00,64.2,62.13803943419524
2017-02-21 11:20:00,64.8,62.075322411122706
2017-02-21 11:25:00,64.2,62.93576523798265
2017-02-21 11:30:00,65.0,62.35801041077035
2017-02-21 11:35:00,65.0,62.754339736723956
2017-02-21 11:40:00,64.2,61.93861415956855
2017-02-21 11:45:00,64.4,62.17885957411066
2017-02-21 11:50:00,64.8,62.24720554714512
2017-02-21 11:55:00,63.9,62.2825469452049
2017-02-21 12:00:00,64.4,62.352333038458376
2017-02-21 12:05:00,64.4,63.42550809584506
2017-02-21 12:10:00,65.1,63.56308409567638
2017-02-21 12:15:00,66.0,63.36192856201485
2017-02-21 12:20:00,65.5,61.63589778654907
2017-02-21 12:25:00,65.9,63.73201682826376
2017-02-21 12:30:00,65.8,63.20791070381264
2017-02-21 12:35:00,65.9,63.91748964741787
2017-02-21 12:40:00,65.9,63.87558968909628
2017-02-21 12:45:00,66.1,64.01626471933096
2017-02-21 12:50:00,66.2,63.91588479238755
2017-02-21 12:55:00,65.0,63.68503173261768
2017-02-21 13:00:00,64.8,64.5371512516092
2017-02-21 13:05:00,65.7,64.26772731949443
2017-02-21 13:10:00,66.1,63.93865910829186
2017-02-21 13:15:00,66.4,64.2301855703198
2017-02-21 13:20:00,66.7,64.2701547615489
2017-02-21 13:25:00,66.9,63.48981159321912
2017-02-21 13:30:00,66.7,63.17843177002738
2017-02-21 13:35:00,66.1,62.95492566543507
2017-02-21 13:40:00,66.0,64.3593637511563
2017-02-21 13:45:00,66.7,63.12303818270524
2017-02-21 13:50:00,66.9,63.37056572576851
2017-02-21 13:55:00,66.1,61.676819316936225
2017-02-21 14:00:00,66.2,63.83757616788259
2017-02-21 14:05:00,65.9,63.12945285941261
2017-02-21 14:10:00,66.0,63.14134262159408
2017-02-21 14:15:00,66.1,62.94030923084003
2017-02-21 14:20:00,66.2,62.74544247577573
2017-02-21 14:25:00,66.6,60.58721307385987
2017-02-21 14:30:00,66.6,60.62181805691436
2017-02-21 14:35:00,65.9,60.85908405166932
2017-02-21 14:40:00,63.6,58.198719981349065
2017-02-21 14:45:00,59.2,58.39642468141093
2017-02-21 14:50:00,52.1,58.26315253910918
2017-02-21 14:55:00,53.8,58.508815327589815
2017-02-21 15:00:00,51.4,57.44243540823234
2017-02-21 15:05:00,52.3,54.67157295564583
2017-02-21 15:10:00,56.3,55.093211458118425
2017-02-21 15:15:00,59.2,46.715495051327
2017-02-21 15:20:00,61.0,53.762484640638604
2017-02-21 15:25:00,59.8,53.66621231247537
2017-02-21 15:30:00,54.5,53.497844836709014
2017-02-21 15:35:00,48.4,47.26925541823479
2017-02-21 15:40:00,39.2,43.12187362582938
2017-02-21 15:45:00,34.3,34.715282477596006
2017-02-21 15:50:00,32.6,33.65795338721121
2017-02-21 15:55:00,30.9,30.345203727949784
2017-02-21 16:00:00,28.9,29.67743857064727
2017-02-21 16:05:00,28.2,29.57937006976045
2017-02-21 16:10:00,27.7,28.425604212864478
2017-02-21 16:15:00,28.1,28.377480697886547
2017-02-21 16:20:00,28.1,30.157987506551542
2017-02-21 16:25:00,28.2,31.988568954438215
2017-02-21 16:30:00,27.1,27.51757249329963
2017-02-21 16:35:00,24.8,26.965881835982657
2017-02-21 16:40:00,24.5,32.44288048701932
2017-02-21 16:45:00,23.7,26.27755872291253
2017-02-21 16:50:00,22.2,27.59227177512436
2017-02-21 16:55:00,22.5,25.359448829984906
2017-02-21 17:00:00,23.9,26.961818311423144
2017-02-21 17:05:00,25.8,27.24703346363792
2017-02-21 17:10:00,23.9,25.513537048826386
2017-02-21 17:15:00,23.3,20.956672147307287
2017-02-21 17:20:00,20.3,20.14870432473591
2017-02-21 17:25:00,18.6,21.573562609579902
2017-02-21 17:30:00,18.7,19.924676049332014
2017-02-21 17:35:00,18.4,17.64499766185927
2017-02-21 17:40:00,17.6,15.97527802783857
2017-02-21 17:45:00,16.8,17.06792341571802
2017-02-21 17:50:00,17.3,19.686705299388905
2017-02-21 17:55:00,16.6,20.424122746144953
2017-02-21 18:00:00,18.0,21.88818692786741
2017-02-21 18:05:00,17.9,23.376686015637603
2017-02-21 18:10:00,18.6,24.087309498508255
2017-02-21 18:15:00,20.1,25.13608779480051
2017-02-21 18:20:00,20.2,24.35563177274878
2017-02-21 18:25:00,18.3,23.47423590327324
2017-02-21 18:30:00,18.9,27.583284586954605
2017-02-21 18:35:00,21.6,33.41324382727875
2017-02-21 18:40:00,24.2,37.75490478435373
2017-02-21 18:45:00,32.2,42.56456834761325
2017-02-21 18:50:00,34.6,36.422596828913015
2017-02-21 18:55:00,35.0,46.54504996028001
2017-02-21 19:00:00,36.7,40.9159426751289
2017-02-21 19:05:00,43.0,44.91916421394932
2017-02-21 19:10:00,46.1,55.34470409990314
2017-02-21 19:15:00,53.4,57.75968955423331
2017-02-21 19:20:00,58.8,57.719535369862804
2017-02-21 19:25:00,62.2,58.631201335030774
2017-02-21 19:30:00,63.9,59.93189898271495
2017-02-21 19:35:00,65.2,61.863487575209895
2017-02-21 19:40:00,65.9,61.72189123564962
2017-02-21 19:45:00,66.8,62.71255045805964
2017-02-21 19:50:00,66.5,63.548210726162694
2017-02-21 19:55:00,67.4,63.28940532130881
2017-02-21 20:00:00,67.2,64.28874459583967
2017-02-21 20:05:00,67.6,62.95453591492771
2017-02-21 20:10:00,67.1,62.39286205134674
2017-02-21 20:15:00,67.2,62.82433414490378
2017-02-21 20:20:00,66.0,62.57990365582142
2017-02-21 20:25:00,66.8,62.54254610921925
2017-02-21 20:30:00,67.6,62.55137004489454
2017-02-21 20:35:00,68.6,63.98913911175826
2017-02-21 20:40:00,68.3,62.248181109266994
2017-02-21 20:45:00,68.5,61.49728920480816
2017-02-21 20:50:00,68.3,61.33412881163154
2017-02-21 20:55:00,68.6,65.68173820735767
2017-02-21 21:00:00,67.6,62.21326582788768
2017-02-21 21:05:00,66.8,64.9321898748811
2017-02-21 21:10:00,67.6,62.557496954493025
2017-02-21 21:15:00,67.6,62.54486721974585
2017-02-21 21:20:00,67.9,63.030185460666935
2017-02-21 21:25:00,67.9,62.49194396284537
2017-02-21 21:30:00,68.0,61.96711624655734
2017-02-21 21:35:00,67.4,62.70186295365518
2017-02-21 21:40:00,67.1,62.143536062674066
2017-02-21 21:45:00,67.9,63.174103997786155
2017-02-21 21:50:00,68.3,62.39897779415838
2017-02-21 21:55:00,68.0,62.66621758182242
2017-02-21 22:00:00,67.2,62.45256829127836
2017-02-21 22:05:00,67.1,62.91271027009029
2017-02-21 22:10:00,67.9,62.516342305077764
2017-02-21 22:15:00,67.5,63.43310269675575
2017-02-21 22:20:00,68.1,62.46753020451786
2017-02-21 22:25:00,66.9,62.56653296029732
2017-02-21 22:30:00,67.1,62.84694125546872
2017-02-21 22:35:00,67.8,63.65243993347191
2017-02-21 22:40:00,67.0,62.81365434854689
2017-02-21 22:45:00,66.8,63.7484531526518
2017-02-21 22:50:00,67.2,63.4750305226339
2017-02-21 22:55:00,67.8,65.012725532204
2017-02-21 23:00:00,67.7,63.72262091593112
2017-02-21 23:05:00,67.9,64.1385582302012
2017-02-21 23:10:00,67.0,65.6673332499649
2017-02-21 23:15:00,67.5,65.5600846620771
2017-02-21 23:20:00,68.1,65.67329453536198
2017-02-21 23:25:00,68.0,65.84181972963994
2017-02-21 23:30:00,67.9,65.83269577303656
2017-02-21 23:35:00,67.7,65.6517123974802
2017-02-21 23:40:00,68.2,65.71757035111206
2017-02-21 23:45:00,67.6,65.56587162701399
2017-02-21 23:50:00,66.6,67.10284089426004
2017-02-21 23:55:00,67.0,65.60784372475504
2017-02-22 00:00:00,68.0,65.18018464421182
2017-02-22 00:05:00,67.0,64.5647219495179
2017-02-22 00:10:00,64.9,64.38305196480201
2017-02-22 00:15:00,65.6,64.27580693447462
2017-02-22 00:20:00,64.6,64.72220091871652
2017-02-22 00:25:00,66.8,64.27098446369388
2017-02-22 00:30:00,67.3,64.47954762870222
2017-02-22 00:35:00,65.4,64.41348294128196
2017-02-22 00:40:00,65.9,64.18176302262502
2017-02-22 00:45:00,65.7,64.79602662181786
2017-02-22 00:50:00,65.9,65.07986855571359
2017-02-22 00:55:00,66.8,64.3907509208181
2017-02-22 01:00:00,67.1,65.57491810785727
2017-02-22 01:05:00,65.1,64.81209691276794
2017-02-22 01:10:00,66.7,65.3295820220078
2017-02-22 01:15:00,66.4,64.97816027524078
2017-02-22 01:20:00,67.1,64.96301099715292
2017-02-22 01:25:00,66.1,64.89857646297035
2017-02-22 01:30:00,66.1,65.15752377495622
2017-02-22 01:35:00,64.6,67.25065239068124
2017-02-22 01:40:00,67.4,65.2721044948532
2017-02-22 01:45:00,65.7,66.96792674018589
2017-02-22 01:50:00,66.5,64.97716257718746
2017-02-22 01:55:00,67.5,64.91300948556193
2017-02-22 02:00:00,66.1,68.04181271672826
2017-02-22 02:05:00,66.8,65.56236387244773
2017-02-22 02:10:00,65.9,65.78840414590687
2017-02-22 02:15:00,66.8,65.44472602230336
2017-02-22 02:20:00,66.1,65.60628630386356
2017-02-22 02:25:00,66.7,65.75634894545658
2017-02-22 02:30:00,66.5,65.58664303640631
2017-02-22 02:35:00,67.8,65.93920913177254
2017-02-22 02:40:00,66.5,65.35380307914633
2017-02-22 02:45:00,65.1,64.97533794398058
2017-02-22 02:50:00,65.2,65.32685495430974
2017-02-22 02:55:00,66.3,65.25710542487161
2017-02-22 03:00:00,66.0,65.47513011943798
2017-02-22 03:05:00,67.2,65.7258784405276
2017-02-22 03:10:00,63.1,65.16664931269754
2017-02-22 03:15:00,65.0,65.39412130658029
2017-02-22 03:20:00,63.9,65.07281272756308
2017-02-22 03:25:00,63.9,65.96465517554628
2017-02-22 03:30:00,65.1,64.4675222839406
2017-02-22 03:35:00,63.7,65.56683177304075
2017-02-22 03:40:00,61.7,64.9972054772643
2017-02-22 03:45:00,64.2,65.18297060929893
2017-02-22 03:50:00,65.4,65.10801755483148
2017-02-22 03:55:00,67.0,68.22908190624818
2017-02-22 04:00:00,64.8,65.49988757762974
2017-02-22 04:05:00,66.8,65.0356698204391
2017-02-22 04:10:00,65.9,65.62218108849999
2017-02-22 04:15:00,68.0,65.09245915729623
2017-02-22 04:20:00,67.2,65.08859801839571
2017-02-22 04:25:00,63.9,65.36928004807659
2017-02-22 04:30:00,63.2,65.15317880783967
2017-02-22 04:35:00,65.4,65.18067005356582
2017-02-22 04:40:00,67.4,65.3998422590073
2017-02-22 04:45:00,68.4,65.85009342930483
2017-02-22 04:50:00,68.7,64.90478756816525
2017-02-22 04:55:00,66.6,65.00660613301083
2017-02-22 05:00:00,69.1,67.97586503351711
2017-02-22 05:05:00,67.1,64.31456141646524
2017-02-22 05:10:00,64.9,66.2956841954626
2017-02-22 05:15:00,67.0,66.03050008478996
2017-02-22 05:20:00,69.1,66.4445550543176
2017-02-22 05:25:00,66.1,64.96061834013359
2017-02-22 05:30:00,65.8,64.2908182582754
2017-02-22 05:35:00,66.4,64.54167053918594
2017-02-22 05:40:00,66.2,63.60719013673791
2017-02-22 05:45:00,66.9,65.7724785290802
2017-02-22 05:50:00,67.8,64.59756850951761
2017-02-22 05:55:00,66.4,64.22964086829228
2017-02-22 06:00:00,64.3,63.50065128215231
2017-02-22 06:05:00,63.0,60.521738941468016
2017-02-22 06:10:00,61.9,61.1693220832584
2017-02-22 06:15:00,62.1,62.66474376360062
2017-02-22 06:20:00,61.8,62.404900341675415
2017-02-22 06:25:00,62.1,62.99755907412827
2017-02-22 06:30:00,62.0,67.1769681994274
2017-02-22 06:35:00,61.7,63.20276390210766
2017-02-22 06:40:00,62.7,64.42714239212617
2017-02-22 06:45:00,63.7,62.376919140823624
2017-02-22 06:50:00,62.8,61.82189396236823
2017-02-22 06:55:00,63.2,62.7248813577322
2017-02-22 07:00:00,62.6,63.267626727035385
2017-02-22 07:05:00,62.7,62.033795799002135
2017-02-22 07:10:00,62.2,63.50549351715757
2017-02-22 07:15:00,63.3,63.435094140017505
2017-02-22 07:20:00,63.9,63.28264793294842
2017-02-22 07:25:00,63.6,67.33086628642909
2017-02-22 07:30:00,63.7,63.05305504013339
2017-02-22 07:35:00,63.4,63.09208523305594
2017-02-22 07:40:00,64.7,64.14927518330018
2017-02-22 07:45:00,64.8,63.60167572045703
2017-02-22 07:50:00,64.4,66.79854022100373
2017-02-22 07:55:00,64.4,64.34044859773006
2017-02-22 08:00:00,64.7,63.648505864582944
2017-02-22 08:05:00,63.8,63.14620877131099
2017-02-22 08:10:00,64.2,62.80620699110881
2017-02-22 08:15:00,65.9,62.50722328953052
2017-02-22 08:20:00,65.3,63.676528767948454
2017-02-22 08:25:00,65.0,63.34733465863575
2017-02-22 08:30:00,64.1,62.38241754808265
2017-02-22 08:35:00,63.8,63.476638144655645
2017-02-22 08:40:00,64.6,64.17261712773245
2017-02-22 08:45:00,66.0,63.5593873951238
2017-02-22 08:50:00,64.8,63.24652960322311
2017-02-22 08:55:00,64.6,63.86111674277119
2017-02-22 09:00:00,65.4,64.19417238626889
2017-02-22 09:05:00,64.5,63.9942993531359
2017-02-22 09:10:00,63.2,64.020286739019
2017-02-22 09:15:00,62.4,64.30352981691205
2017-02-22 09:20:00,62.0,65.17644999634818
2017-02-22 09:25:00,61.9,61.96186548503143
2017-02-22 09:30:00,62.0,65.33385148978672
2017-02-22 09:35:00,62.0,64.20213143947957
2017-02-22 09:40:00,63.0,64.45731406198054
2017-02-22 09:45:00,62.9,62.96344918489779
2017-02-22 09:50:00,63.6,63.48995251213989
2017-02-22 09:55:00,62.7,62.75077782818254
2017-02-22 10:00:00,63.0,59.506551328228326
2017-02-22 10:05:00,62.8,60.42897733250471
2017-02-22 10:10:00,63.2,61.334274078681695
2017-02-22 10:15:00,61.9,62.13573779142979
2017-02-22 10:20:00,62.6,61.95992266176198
2017-02-22 10:25:00,63.3,62.677982038820495
2017-02-22 10:30:00,64.0,62.026520587959546
2017-02-22 10:35:00,63.4,61.31813787404286
2017-02-22 10:40:00,62.8,61.9455461648525
2017-02-22 10:45:00,63.0,63.04873873114237
2017-02-22 10:50:00,64.1,63.33443771157319
2017-02-22 10:55:00,65.0,66.68827165961062
2017-02-22 11:00:00,63.8,62.69895464801835
2017-02-22 11:05:00,64.0,63.538230583353496
2017-02-22 11:10:00,65.2,62.29401513647755
2017-02-22 11:15:00,64.0,62.11512706518273
2017-02-22 11:20:00,63.9,63.19874840461371
2017-02-22 11:25:00,64.5,63.42037908194215
2017-02-22 11:30:00,64.6,63.79993856221909
2017-02-22 11:35:00,64.5,63.768434388348176
2017-02-22 11:40:00,66.0,64.25555492890244
2017-02-22 11:45:00,65.5,62.349881681692246
2017-02-22 11:50:00,65.0,64.0330935612178
2017-02-22 11:55:00,65.0,64.21768983701482
2017-02-22 12:00:00,66.0,63.724869294111514
2017-02-22 12:05:00,66.1,63.043302383548316
2017-02-22 12:10:00,65.5,63.334760856643946
2017-02-22 12:15:00,65.7,65.62365866192444
2017-02-22 12:20:00,65.5,63.19768825161093
2017-02-22 12:25:00,65.8,64.87806949890198
2017-02-22 12:30:00,67.4,64.40106073089215
2017-02-22 12:35:00,66.5,64.49687373847775
2017-02-22 12:40:00,66.4,64.60617701514573
2017-02-22 12:45:00,66.9,63.016476796903696
2017-02-22 12:50:00,66.5,63.70317726714145
2017-02-22 12:55:00,65.4,63.41242338864964
2017-02-22 13:00:00,66.2,62.574598937962605
2017-02-22 13:05:00,65.4,63.102132771870714
2017-02-22 13:10:00,67.8,62.63365780072036
2017-02-22 13:15:00,65.4,63.125159279279785
2017-02-22 13:20:00,65.8,64.43119563928893
2017-02-22 13:25:00,66.8,63.506767716711806
2017-02-22 13:30:00,68.1,62.766063874704024
2017-02-22 13:35:00,67.4,62.70701588226975
2017-02-22 13:40:00,66.7,62.56373493903327
2017-02-22 13:45:00,66.1,62.229239076495425
2017-02-22 13:50:00,66.3,62.90381399735329
2017-02-22 13:55:00,65.7,61.0690938714434
2017-02-22 14:00:00,64.0,62.50739948759204
2017-02-22 14:05:00,65.1,61.24848815393851
2017-02-22 14:10:00,64.7,61.9326284653542
2017-02-22 14:15:00,64.8,61.895686955677995
2017-02-22 14:20:00,65.6,62.15972681657255
2017-02-22 14:25:00,66.6,62.13742002339906
2017-02-22 14:30:00,67.9,62.49713444348651
2017-02-22 14:35:00,67.3,59.19089610799031
2017-02-22 14:40:00,66.9,54.5453724528742
2017-02-22 14:45:00,65.0,54.48394326667081
2017-02-22 14:50:00,63.9,53.282498589848416
2017-02-22 14:55:00,63.7,52.45444478119075
2017-02-22 15:00:00,62.7,52.09741671449887
2017-02-22 15:05:00,63.1,52.59200773663389
2017-02-22 15:10:00,62.8,50.25989328039487
2017-02-22 15:15:00,60.9,50.864771047009555
2017-02-22 15:20:00,61.7,50.66790039722207
2017-02-22 15:25:00,61.0,50.894452168811554
2017-02-22 15:30:00,61.7,53.17018087365797
2017-02-22 15:35:00,61.0,47.90511321148635
2017-02-22 15:40:00,56.4,45.353210301285586
2017-02-22 15:45:00,44.0,36.9162549796511
2017-02-22 15:50:00,35.0,35.55107990941717
2017-02-22 15:55:00,32.7,34.20626357156778
2017-02-22 16:00:00,31.2,35.61773910471072
2017-02-22 16:05:00,29.0,33.22650827182062
2017-02-22 16:10:00,28.0,31.98264917391261
2017-02-22 16:15:00,26.3,32.74537747714673
2017-02-22 16:20:00,26.9,30.99115550594373
2017-02-22 16:25:00,27.3,36.355806399168706
2017-02-22 16:30:00,27.2,40.25481197271033
2017-02-22 16:35:00,25.8,38.05951259365894
2017-02-22 16:40:00,26.9,37.883547749990456
2017-02-22 16:45:00,26.1,38.78503355839718
2017-02-22 16:50:00,23.0,41.58973038692449
2017-02-22 16:55:00,25.6,44.06036754934891
2017-02-22 17:00:00,25.8,42.46066702878868
2017-02-22 17:05:00,26.7,43.12962752638963
2017-02-22 17:10:00,36.7,41.7204889151529
2017-02-22 17:15:00,33.1,41.45511388207149
2017-02-22 17:20:00,31.4,40.02198308341606
2017-02-22 17:25:00,33.5,33.75429844772064
2017-02-22 17:30:00,29.4,32.25110426374185
2017-02-22 17:35:00,25.5,31.556178318547012
2017-02-22 17:40:00,24.4,28.71996782932102
2017-02-22 17:45:00,21.9,26.711242729655744
2017-02-22 17:50:00,19.1,25.648300599509753
2017-02-22 17:55:00,20.7,25.646630917823046
2017-02-22 18:00:00,20.7,26.217086520459972
2017-02-22 18:05:00,20.8,28.37722139126096
2017-02-22 18:10:00,20.0,27.94822703970977
2017-02-22 18:15:00,21.9,30.061098534583557
2017-02-22 18:20:00,21.4,31.815529215997397
2017-02-22 18:25:00,21.2,33.486267102864915
2017-02-22 18:30:00,22.0,35.120970855603545
2017-02-22 18:35:00,23.1,37.83364387366855
2017-02-22 18:40:00,27.5,34.8043463977955
2017-02-22 18:45:00,42.5,42.15680709773898
2017-02-22 18:50:00,51.6,34.860209583092036
2017-02-22 18:55:00,55.6,46.54848419193108
2017-02-22 19:00:00,58.4,48.62571920887314
2017-02-22 19:05:00,59.7,48.51814174428948
2017-02-22 19:10:00,61.5,48.82029483691039
2017-02-22 19:15:00,61.2,52.041270505507335
2017-02-22 19:20:00,64.9,52.81299232146306
2017-02-22 19:25:00,64.9,56.458877076404725
2017-02-22 19:30:00,64.6,57.50782613559676
2017-02-22 19:35:00,64.3,56.40465748401855
2017-02-22 19:40:00,63.9,58.51490468516173
2017-02-22 19:45:00,64.5,61.276583295544604
2017-02-22 19:50:00,65.5,61.46454798812509
2017-02-22 19:55:00,65.7,62.49093351686723
2017-02-22 20:00:00,65.5,63.06796714752711
2017-02-22 20:05:00,65.7,63.126130493272264
2017-02-22 20:10:00,65.3,64.49025390911996
2017-02-22 20:15:00,65.7,63.908496727623
2017-02-22 20:20:00,64.0,65.36684035220293
2017-02-22 20:25:00,66.3,65.65036210566159
2017-02-22 20:30:00,68.0,66.1385843040901
2017-02-22 20:35:00,69.0,65.84367598560603
2017-02-22 20:40:00,68.4,66.20574392954828
2017-02-22 20:45:00,69.4,67.1812874730521
2017-02-22 20:50:00,68.9,65.96386539713481
2017-02-22 20:55:00,67.4,64.24713536926065
2017-02-22 21:00:00,66.8,66.1096637096473
2017-02-22 21:05:00,67.1,66.1072453591361
2017-02-22 21:10:00,68.1,65.32507143068985
2017-02-22 21:15:00,66.5,66.01540061254786
2017-02-22 21:20:00,67.0,65.69381533438751
2017-02-22 21:25:00,66.7,65.94205438953318
2017-02-22 21:30:00,67.2,66.37210177896634
2017-02-22 21:35:00,68.1,66.85470817064223
2017-02-22 21:40:00,68.2,66.06845134869646
2017-02-22 21:45:00,67.1,66.60348550816434
2017-02-22 21:50:00,68.1,67.12141847473163
2017-02-22 21:55:00,67.9,67.11134385892926
2017-02-22 22:00:00,68.6,66.72358874767424
2017-02-22 22:05:00,68.6,67.33153866534695
2017-02-22 22:10:00,68.6,67.17404546590669
2017-02-22 22:15:00,69.0,66.72605057947936
2017-02-22 22:20:00,67.8,66.22750196902821
2017-02-22 22:25:00,67.5,65.48134003877941
2017-02-22 22:30:00,67.8,66.52962422945889
2017-02-22 22:35:00,67.7,67.18592060256202
2017-02-22 22:40:00,68.1,66.45100253963766
2017-02-22 22:45:00,68.5,66.2201552114929
2017-02-22 22:50:00,68.3,66.13735378347204
2017-02-22 22:55:00,68.0,66.47950887593471
2017-02-22 23:00:00,67.7,66.65462267209574
2017-02-22 23:05:00,68.4,66.64733125438906
2017-02-22 23:10:00,69.2,66.37475255675778
2017-02-22 23:15:00,67.4,65.87334841114925
2017-02-22 23:20:00,67.2,66.3001489337797
2017-02-22 23:25:00,66.4,66.04560983442882
2017-02-22 23:30:00,66.3,66.11694564052621
2017-02-22 23:35:00,67.3,67.30241805695209
2017-02-22 23:40:00,67.7,66.3246336456732
2017-02-22 23:45:00,67.5,66.01664061999371
2017-02-22 23:50:00,66.9,66.5852253411384
2017-02-22 23:55:00,67.8,67.6469132335969
2017-02-23 00:00:00,67.8,67.185678688454
2017-02-23 00:05:00,67.1,66.37224487195179
2017-02-23 00:10:00,66.6,67.26922008904057
2017-02-23 00:15:00,66.9,66.7280752266383
2017-02-23 00:20:00,67.1,67.00020488108868
2017-02-23 00:25:00,67.1,67.50715249638812
2017-02-23 00:30:00,67.3,67.29094690104577
2017-02-23 00:35:00,66.9,67.30867659628582
2017-02-23 00:40:00,67.5,66.95369926552924
2017-02-23 00:45:00,66.7,67.04880708558426
2017-02-23 00:50:00,66.6,67.40426943041037
2017-02-23 00:55:00,66.9,67.2932585247446
2017-02-23 01:00:00,67.7,67.5657597466158
2017-02-23 01:05:00,67.5,67.62062286215206
2017-02-23 01:10:00,67.1,66.18770709825932
2017-02-23 01:15:00,66.5,66.6603222791603
2017-02-23 01:20:00,66.0,67.57693602029241
2017-02-23 01:25:00,66.8,66.56559116522445
2017-02-23 01:30:00,67.6,67.1421918605464
2017-02-23 01:35:00,66.1,68.73108846541982
2017-02-23 01:40:00,68.2,67.0232128101267
2017-02-23 01:45:00,67.8,66.76497345266282
2017-02-23 01:50:00,67.8,66.90894476026149
2017-02-23 01:55:00,67.9,66.87117730364295
2017-02-23 02:00:00,67.1,66.88028742528917
2017-02-23 02:05:00,65.9,67.15371084587605
2017-02-23 02:10:00,66.9,66.82811145371745
2017-02-23 02:15:00,67.6,67.45841233760544
2017-02-23 02:20:00,68.6,66.85456626351024
2017-02-23 02:25:00,65.8,67.45059914437165
2017-02-23 02:30:00,65.5,66.07315918697503
2017-02-23 02:35:00,66.0,67.74597785139909
2017-02-23 02:40:00,66.6,65.9106095083358
2017-02-23 02:45:00,66.3,67.78835313932018
2017-02-23 02:50:00,67.6,67.12854980221977
2017-02-23 02:55:00,68.1,67.50133983795936
2017-02-23 03:00:00,67.8,65.9842178049675
2017-02-23 03:05:00,67.9,66.80990504538218
2017-02-23 03:10:00,63.3,66.44445702376403
2017-02-23 03:15:00,66.4,66.56508836335287
2017-02-23 03:20:00,66.6,66.19749117996136
2017-02-23 03:25:00,65.3,66.98069442922015
2017-02-23 03:30:00,66.2,67.04321973931494
2017-02-23 03:35:00,67.0,67.18699656694442
2017-02-23 03:40:00,67.9,66.7117744848304
2017-02-23 03:45:00,66.0,66.39112444977391
2017-02-23 03:50:00,66.0,66.53177141480978
2017-02-23 03:55:00,66.5,66.71332558117005
2017-02-23 04:00:00,66.6,66.4990205136567
2017-02-23 04:05:00,66.4,67.9354962096684
2017-02-23 04:10:00,62.9,66.2362938866598
2017-02-23 04:15:00,67.5,67.65201003181387
2017-02-23 04:20:00,66.9,67.49589597995998
2017-02-23 04:25:00,68.2,67.66617623737454
2017-02-23 04:30:00,68.5,66.25174713852064
2017-02-23 04:35:00,67.1,67.27618697818077
2017-02-23 04:40:00,69.3,66.43570344872799
2017-02-23 04:45:00,69.3,67.14083050076208
2017-02-23 04:50:00,67.7,67.19568096719465
2017-02-23 04:55:00,68.4,66.48320834347872
2017-02-23 05:00:00,67.2,67.95703526154075
2017-02-23 05:05:00,68.8,68.05551169602148
2017-02-23 05:10:00,69.1,68.81997846044362
2017-02-23 05:15:00,70.6,68.56538520711757
2017-02-23 05:20:00,71.3,68.20297573737578
2017-02-23 05:25:00,69.7,66.60816804823554
2017-02-23 05:30:00,68.3,66.14670147109686
2017-02-23 05:35:00,68.3,66.6446401575796
2017-02-23 05:40:00,69.5,67.50277274423642
2017-02-23 05:45:00,68.5,66.66704488248554
2017-02-23 05:50:00,67.6,67.76344468245316
2017-02-23 05:55:00,67.7,66.98116086491862
2017-02-23 06:00:00,68.0,66.5414392828717
2017-02-23 06:05:00,65.9,65.69338328843969
2017-02-23 06:10:00,64.4,65.0184840366576
2017-02-23 06:15:00,63.8,65.73755791136027
2017-02-23 06:20:00,64.2,65.18776422431189
2017-02-23 06:25:00,63.7,65.12000732398897
2017-02-23 06:30:00,64.0,66.52327675111485
2017-02-23 06:35:00,64.9,66.57496533691013
2017-02-23 06:40:00,65.8,66.00039561329893
2017-02-23 06:45:00,66.1,65.4605674435336
2017-02-23 06:50:00,65.1,65.57996510022846
2017-02-23 06:55:00,66.4,66.0418656997374
2017-02-23 07:00:00,65.8,64.70113106953407
2017-02-23 07:05:00,64.6,65.84471321210837
2017-02-23 07:10:00,64.2,65.54926730671761
2017-02-23 07:15:00,65.1,64.76773136743859
2017-02-23 07:20:00,63.9,64.81836098608454
2017-02-23 07:25:00,63.2,64.87549303459468
2017-02-23 07:30:00,63.8,65.10206377983971
2017-02-23 07:35:00,64.8,65.69057597799011
2017-02-23 07:40:00,67.5,66.21241079776041
2017-02-23 07:45:00,67.6,66.97130642257731
2017-02-23 07:50:00,67.2,66.32475776500313
